tree,ssw,zul
PhrUtt NoPConj (UttS (ExistAppos (DetCN (DetNum NumSg) (UseN lion_N)) (DetCN (DetNum NumSg) (UseN animal_N)))) NoVoc,libhubesi silwane,ibhubesi yisilwane
PhrUtt NoPConj (UttS (ExistAppos (DetCN (DetNum NumSg) (UseN snake_N)) (DetCN (DetNum NumSg) (UseN animal_N)))) NoVoc,inyoka silwane,inyoka yisilwane
PhrUtt NoPConj (UttS (ExistNP (RelNP (PostdetCN (UseN old_woman_N) (QuantPostdet only_QuantStem) (DetNum NumPl)) (UseRCl TFutTemp PPos (RelVP IdRP (AdvVP (UseV sit_V) (LocAdvAdv (LocNPAdv (DetCN (DetNum NumPl) (UseN home_N)))))))))) NoVoc,talukati todvwa letitohlala emakhaya,yizalukazi zodwa ezizohlala emakhaya
PhrUtt NoPConj (UttS (ExistNP (RelNP (PostdetCN (UseN old_woman_N) (QuantPostdet only_QuantStem) (DetNum NumPl)) (UseRCl TFutTemp PPos (RelVP IdRP (AdvVP (UseV sit_V) (LocAdvAdv (LocNPAdv (DetCN (DetNum NumSg) (UseN home_N)))))))))) NoVoc,talukati todvwa letitohlala ekhaya,yizalukazi zodwa ezizohlala ekhaya
PhrUtt NoPConj (UttS (ExistNP (RelNP (PostdetCN (UseN old_woman_N) (QuantPostdet only_QuantStem) (DetNum NumPl)) (UseRCl TPastTemp PPos (RelVP IdRP (AdvVP (UseV sit_V) (LocAdvAdv (LocNPAdv (DetCN (DetNum NumPl) (UseN home_N)))))))))) NoVoc,talukati todvwa letihlezi emakhaya,yizalukazi zodwa ezihlezi emakhaya
PhrUtt NoPConj (UttS (ExistNP (RelNP (PostdetCN (UseN old_woman_N) (QuantPostdet only_QuantStem) (DetNum NumSg)) (UseRCl TFutTemp PNeg (RelVP IdRP (AdvVP (UseV sit_V) (LocAdvAdv (LocNPAdv (DetCN (DetNum NumSg) (UseN home_N)))))))))) NoVoc,salukati sodvwa lesingatukuhlala ekhaya,yisalukazi sodwa esingazukuhlala ekhaya
PhrUtt NoPConj (UttS (ExistNP (RelNP (PostdetCN (UseN old_woman_N) (QuantPostdet only_QuantStem) (DetNum NumSg)) (UseRCl TFutTemp PPos (RelVP IdRP (AdvVP (UseV sit_V) (LocAdvAdv (LocNPAdv (DetCN (DetNum NumSg) (UseN home_N)))))))))) NoVoc,salukati sodvwa lesitohlala ekhaya,yisalukazi sodwa esizohlala ekhaya
PhrUtt NoPConj (UttS (ExistNP (RelNP (PostdetCN (UseN old_woman_N) (QuantPostdet only_QuantStem) (DetNum NumSg)) (UseRCl TPastTemp PPos (RelVP IdRP (AdvVP (UseV sit_V) (LocAdvAdv (LocNPAdv (DetCN (DetNum NumSg) (UseN home_N)))))))))) NoVoc,salukati sodvwa lesihlezi ekhaya,yisalukazi sodwa esihlezi ekhaya
PhrUtt NoPConj (UttS (ExistNP (RelNP (PostdetCN (UseN old_woman_N) (QuantPostdet only_QuantStem) (DetNum NumSg)) (UseRCl TPresTemp PPos (RelVP IdRP (AdvVP (UseV sit_V) (LocAdvAdv (LocNPAdv (DetCN (DetNum NumSg) (UseN home_N)))))))))) NoVoc,salukati sodvwa lesihlala ekhaya,yisalukazi sodwa esihlala ekhaya
PhrUtt NoPConj (UttS (ExistNP (UsePron he_Pron))) NoVoc,ye,ngye
PhrUtt NoPConj (UttS (ExistNP (UsePron i_Pron))) NoVoc,yimi,yimi
PhrUtt NoPConj (UttS (ExistNP (UsePron we_Pron))) NoVoc,yitsi,yithi
PhrUtt NoPConj (UttS (ExistNP (UsePron youPl_Pron))) NoVoc,yini,yini
PhrUtt NoPConj (UttS (ExistNP (UsePron youSg_Pron))) NoVoc,nguwe,nguwe
PhrUtt NoPConj (UttS (ExtConjS (UseCl TRemPastTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN cow_N)) (UseV survive_V))) however_Conj (UseCl TRemPastTemp PPos (PredVP (DetCN (DetNum NumPl) (ContrastCN (UseN cow_N))) (UseV die_V))))) NoVoc,tinkhomo tasindza kodvwa tinkhomo tona tafa,izinkomo zasinda kodwa izinkomo zona zafa
PhrUtt NoPConj (UttS (ExtConjS (UseCl TRemPastTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN cow_N)) (UseV survive_V))) however_Conj (UseCl TRemPastTemp PPos (PredVP (DetCN (DetNum NumPl) (ContrastCN (UseN sheep_N))) (UseV die_V))))) NoVoc,tinkhomo tasindza kodvwa timvu tona tafa,izinkomo zasinda kodwa izimvu zona zafa
PhrUtt NoPConj (UttS (ExtConjS (UseCl TRemPastTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN horse_N)) (UseV survive_V))) however_Conj (UseCl TRemPastTemp PPos (PredVP (DetCN (DetNum NumPl) (ContrastCN (UseN cow_N))) (UseV die_V))))) NoVoc,emahhashi asindza kodvwa tinkhomo tona tafa,amahhashi asinda kodwa izinkomo zona zafa
PhrUtt NoPConj (UttS (ExtConjS (UseCl TRemPastTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN horse_N)) (UseV survive_V))) however_Conj (UseCl TRemPastTemp PPos (PredVP (DetCN (DetNum NumPl) (ContrastCN (UseN sheep_N))) (UseV die_V))))) NoVoc,emahhashi asindza kodvwa timvu tona tafa,amahhashi asinda kodwa izimvu zona zafa
PhrUtt NoPConj (UttS (ExtConjS (UseCl TRemPastTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN sheep_N)) (UseV survive_V))) however_Conj (UseCl TRemPastTemp PPos (PredVP (DetCN (DetNum NumPl) (ContrastCN (UseN cow_N))) (UseV die_V))))) NoVoc,timvu tasindza kodvwa tinkhomo tona tafa,izimvu zasinda kodwa izinkomo zona zafa
PhrUtt NoPConj (UttS (ExtConjS (UseCl TRemPastTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN sheep_N)) (UseV survive_V))) however_Conj (UseCl TRemPastTemp PPos (PredVP (DetCN (DetNum NumPl) (ContrastCN (UseN horse_N))) (UseV die_V))))) NoVoc,timvu tasindza kodvwa emahhashi wona afa,izimvu zasinda kodwa amahhashi wona afa
PhrUtt NoPConj (UttS (ExtConjS (UseCl TRemPastTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN sheep_N)) (UseV survive_V))) however_Conj (UseCl TRemPastTemp PPos (PredVP (DetCN (DetNum NumPl) (ContrastCN (UseN sheep_N))) (UseV die_V))))) NoVoc,timvu tasindza kodvwa timvu tona tafa,izimvu zasinda kodwa izimvu zona zafa
PhrUtt NoPConj (UttS (UseClProg TFutTemp PNeg (PredVP (DetCN (DetNum NumPl) (UseN boy_N)) (UseV milk_V)))) NoVoc,bafana abasatukusenga,abafana abasazukusenga
PhrUtt NoPConj (UttS (UseClProg TFutTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN boy_N)) (UseV milk_V)))) NoVoc,bafana basatosenga,abafana basazosenga
PhrUtt NoPConj (UttS (UseClProg TFutTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN boy_N)) (UseV milk_V)))) NoVoc,umfana usatosenga,umfana usazosenga
PhrUtt NoPConj (UttS (UseClProg TPastTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN boy_N)) (UseV milk_V)))) NoVoc,bafana basasengile,abafana basasengile
PhrUtt NoPConj (UttS (UseClProg TPresTemp PNeg (PredVP (DetCN (DetNum NumPl) (UseN boy_N)) (UseV milk_V)))) NoVoc,bafana abasasengi,abafana abasasengi
PhrUtt NoPConj (UttS (UseClProg TPresTemp PNeg (PredVP (DetCN (DetNum NumPl) (UseN girl_N)) (UseV milk_V)))) NoVoc,tintfombi atisasengi,izintombi azisasengi
PhrUtt NoPConj (UttS (UseClProg TPresTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN boy_N)) (UseV milk_V)))) NoVoc,bafana basasenga,abafana basasenga
PhrUtt NoPConj (UttS (UseClProg TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN boy_N)) (UseV milk_V)))) NoVoc,umfana usasenga,umfana usasenga
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (DetCN (DetNum NumPl) (PossNPLoc (UseN dog_N) (DetCN (DetNum NumSg) (UseN village_N)))) (UseV bark_V)))) NoVoc,tinja tasemtini atitukukhonkhotsa,izinja zasemzini azizukukhonkotha
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (DetCN (DetNum NumPl) (PredetN (DemPredet that_Quant) old_woman_N)) (CopAP (PositA small_A))))) NoVoc,leto talukati atitukuba timfishane,lezo zalukazi azizukuba zimfuphi
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (DetCN (DetNum NumPl) (PredetN (DemPredet this_Quant) man_N)) (CopNPAssoc (DetCN (DetNum NumSg) (UseN wife_N)))))) NoVoc,lamadvodza awatukuba namfati,la madoda awazukuba namfazi
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (DetCN (DetNum NumPl) (UseN boy_N)) (ComplV2 refuse_V2 (Deverb15 PPos (UseV play_V)))))) NoVoc,bafana abatukwala kudlala,abafana abazukwala ukudlala
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (DetCN (DetNum NumPl) (UseN boy_N)) (CopNPEq (DetCN (DetNum NumSg) (UseN his_father_N)))))) NoVoc,bafana abatukuba njengayise,abafana abazukuba njengayise
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (DetCN (DetNum NumPl) (UseN builder_N)) (AdvVP (UseV build_V) here_Adv)))) NoVoc,bakhi abatukwakha lapha,abakhi abazukwakha lapha
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (DetCN (DetNum NumPl) (UseN builder_N)) (ComplV2 build_V2 (DetCN (DetNum NumSg) (UseN kraal_N)))))) NoVoc,bakhi abatukwakha sibaya,abakhi abazukwakha isibaya
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (DetCN (DetNum NumPl) (UseN fire_N)) (AdvVP (UseV burn_V) (PositAdvAdj bad_A))))) NoVoc,imililo ayitukushisa kabi,imililo ayizukushisa kabi
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (DetCN (DetNum NumPl) (UseN girl_N)) (CopNPEq (DetCN (DetNum NumSg) (UseN his_father_N)))))) NoVoc,tintfombi atitukuba njengayise,izintombi azizukuba njengayise
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (DetCN (DetNum NumPl) (UseN grass_N)) (ComplVV refuse_VV (UseV burn_2_V))))) NoVoc,tjani abutukwala kuvutsa,utshani abuzukwala ukuvutha
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (DetCN (DetNum NumPl) (UseN man_N)) (ComplV2Light see_V2 (DetCN (DetNum NumPl) (UseN village_N)))))) NoVoc,emadvodza awatukuyibona imiti,amadoda awazukuyibona imizi
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (DetCN (DetNum NumPl) (UseN man_N)) (ComplV2Light see_V2 (DetCN (DetNum NumSg) (UseN village_N)))))) NoVoc,emadvodza awatukuwubona umuti,amadoda awazukuwubona umuzi
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (DetCN (DetNum NumPl) (UseN ox_N)) (CopAP (PositA red_R))))) NoVoc,tinkhabi atitukuba bovu,izinkabi azizukuba bomvu
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (DetCN (DetNum NumPl) (UseN scholar_N)) (ComplV2 read_V2 (DetCN (DetNum NumPl) (UseN book_N)))))) NoVoc,bafundi abatukufundza tincwadzi,abafundi abazukufunda izincwadi
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (DetCN (DetNum NumPl) (UseN scholar_N)) (ComplV2 read_V2 (DetCN (DetNum NumSg) (UseN book_N)))))) NoVoc,bafundi abatukufundza incwadzi,abafundi abazukufunda incwadi
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (DetCN (DetNum NumPl) (UseN sore_N)) (AdvVP (UseV bleed_V) (PositAdvAdj bad_A))))) NoVoc,tilondza atitukwopha kabi,izilonda azizukwopha kabi
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (DetCN (DetNum NumPl) (UseN water_N)) (CopLocative khona_Loc)))) NoVoc,emanti awatukuba khona,amanzi awazukuba khona
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (DetCN (DetNum NumSg) (PossNPLoc (UseN dog_N) (DetCN (DetNum NumSg) (UseN village_N)))) (UseV bark_V)))) NoVoc,inja yasemtini ayitukukhonkhotsa,inja yasemzini ayizukukhonkotha
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (DetCN (DetNum NumSg) (PossNP (UseN shirt_N) (UsePron she_Pron))) (CopAP (PositA spotted_R))))) NoVoc,liyembe lakhe alitukuba mabalabala,iyembe lakhe alizukuba mabalabala
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (DetCN (DetNum NumSg) (PredetN (QuantPredet all_QuantStem) box_N)) (AdvVP (UseV fall_V) (LocAdvAdv (LocNPAdv (DetCN (DetNum NumPl) (UseN water_N)))))))) NoVoc,lonkhe libhokisi alitukuwela emantini,lonke ibhokisi alizukuwela emanzini
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (DetCN (DetNum NumSg) (UseN boy_N)) (ComplV2 refuse_V2 (Deverb15 PPos (UseV play_V)))))) NoVoc,umfana akatukwala kudlala,umfana akazukwala ukudlala
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (DetCN (DetNum NumSg) (UseN boy_N)) (CopNPEq (DetCN (DetNum NumSg) (UseN his_father_N)))))) NoVoc,umfana akatukuba njengayise,umfana akazukuba njengayise
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (DetCN (DetNum NumSg) (UseN builder_N)) (AdvVP (UseV build_V) here_Adv)))) NoVoc,umakhi akatukwakha lapha,umakhi akazukwakha lapha
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (DetCN (DetNum NumSg) (UseN builder_N)) (ComplV2 build_V2 (DetCN (DetNum NumSg) (UseN kraal_N)))))) NoVoc,umakhi akatukwakha sibaya,umakhi akazukwakha isibaya
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (DetCN (DetNum NumSg) (UseN builder_N)) (ComplV2 drink_V2 (DetCN (DetNum NumPl) (UseN water_N)))))) NoVoc,umakhi akatukunatsa emanti,umakhi akazukuphuza amanzi
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (DetCN (DetNum NumSg) (UseN elephant_N)) (CopNPEqSize (DetCN (DetNum NumSg) (UseN mountain_N)))))) NoVoc,indlovu ayitukuba ngangantsaba,indlovu ayizukuba ngangantaba
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (DetCN (DetNum NumSg) (UseN fire_N)) (UseV burn_V)))) NoVoc,umlilo awutukushisa,umlilo awuzukushisa
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (DetCN (DetNum NumSg) (UseN girl_N)) (CopNP (DetCN (DetNum NumSg) (UseN student_N)))))) NoVoc,intfombi ayitukuba sitshudeni,intombi ayizukuba yisitshudeni
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (DetCN (DetNum NumSg) (UseN grass_N)) (ComplVV refuse_VV (UseV burn_2_V))))) NoVoc,tjani abutukwala kuvutsa,utshani abuzukwala ukuvutha
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (DetCN (DetNum NumSg) (UseN horse_N)) (AdvVP (UseV get_thin_V) quickly_Adv)))) NoVoc,lihhashi alitukwondza masinya,ihhashi alizukwonda masinya
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (DetCN (DetNum NumSg) (UseN man_N)) (ComplV2 cook_V2 (UsePron (ProDrop it15_Pron)))))) NoVoc,indvodza ayitukukupheka,indoda ayizukukupheka
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (DetCN (DetNum NumSg) (UseN old_woman_N)) (AdvVPLight (ComplV2 visit_V2 (UsePron (ProDrop it17_Pron))) (LocAdvAdv (LocNPAdv (DetCN (DetNum NumSg) (UseN town_N)))))))) NoVoc,salukati asitukukuvakashela edolobheni,isalukazi asizukukuvakashela edolobheni
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (DetCN (DetNum NumSg) (UseN old_woman_N)) (ComplV2 cook_V2 (UsePron (ProDrop it15_Pron)))))) NoVoc,salukati asitukukupheka,isalukazi asizukukupheka
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (DetCN (DetNum NumSg) (UseN ox_N)) (CopAP (PositA red_R))))) NoVoc,inkhabi ayitukuba bovu,inkabi ayizukuba bomvu
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (DetCN (DetNum NumSg) (UseN woman_N)) (AdvVPLight (ComplV2 visit_V2 (UsePron (ProDrop it17_Pron))) (LocAdvAdv (LocNPAdv (DetCN (DetNum NumSg) (UseN town_N)))))))) NoVoc,umfati akatukukuvakashela edolobheni,umfazi akazukukuvakashela edolobheni
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (DetCN (DetNum NumSg) (UseN woman_N)) (AdvVP (UseV cook_V) now_Adv)))) NoVoc,umfati akatukupheka manje,umfazi akazukupheka manje
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (DetCN (DetNum NumSg) (UseN worker_N)) (AdvVP (CopQuant only_QuantStem) today_Adv)))) NoVoc,sisebenti asitukuba sodvwa lamuhla,isisebenzi asizukuba sodwa namuhla
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (Deverb15 PPos (UseV eat_V)) (CopAP (PositA nice_R))))) NoVoc,kudla akutukuba mnandzi,ukudla akuzukuba mnandi
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (LocNNP outside_LocN) (AdvVPLight (UseV dry_V) today_Adv)))) NoVoc,phandle akutukwoma lamuhla,phandle akuzukwoma namuhla
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (PostdetCN (UseN food_N) (QuantPostdet all_QuantStem) (DetNum NumSg)) (UseVStative end_V)))) NoVoc,kudla konkhe akutukuphela,ukudla konke akuzukuphela
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (RelNP (DetCN (DetNum NumPl) (UseN cow_N)) (UseRCl TRemPastTemp PPos (RelVPShort IdRP (AdvVPLight (UseV eat_V) (LocAdvAdv (LocNPAdv (DetCN (DetNum NumPl) (UseN river_N)))))))) (UseV return_V)))) NoVoc,tinkhomo letadla emifuleni atitukubuya,izinkomo ezadla emifuleni azizukubuya
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (UsePron (ProDrop he_Pron)) (AdvVP (AdvVP (AdvVPLight (UseV go_2_V) (PositAdvAdj how_much_A)) yonder_Adv) in_the_afternoon_Adv)))) NoVoc,akatukuya kangakhi laphayi ntsambama,akazukuya kangaki laphaya ntambama
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (UsePron (ProDrop he_Pron)) (AdvVP (UseV play_V) (NaNPAdv (DetCN (DetNum NumPl) (UseN child_N))))))) NoVoc,akatukudlala nebantfwana,akazukudlala nabantwana
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (UsePron (ProDrop he_Pron)) (ComplV2 eat_V2 (UsePron (ProDrop he_Pron)))))) NoVoc,akatukumudla,akazukumudla
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (UsePron (ProDrop i_Pron)) (AdvVP (ComplV2Light see_V2 (UsePron (ProDrop i_Pron))) now_Adv)))) NoVoc,angitukungibona manje,angizukungibona manje
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (UsePron (ProDrop i_Pron)) (AdvVPLight (UseV go_V) now_Adv)))) NoVoc,angitukuhamba manje,angizukuhamba manje
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (UsePron (ProDrop i_Pron)) (AdvVP (UseV go_V) (NaNPAdv (DetCN (DetNum NumPl) (UseN girl_N))))))) NoVoc,angitukuhamba netintfombi,angizukuhamba nezintombi
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (UsePron (ProDrop i_Pron)) (ComplV2Nonspec want_V2 (PronPostdetNP it5_Pron (DemPostdet this_Quant)))))) NoVoc,angitukufuna lo leli,angizukufuna lo leli
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (UsePron (ProDrop i_Pron)) (ComplV2Nonspec want_V2 (PronPostdetNP they6_Pron (DemPostdet this_Quant)))))) NoVoc,angitukufuna wo la,angizukufuna wo lana
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (UsePron (ProDrop it17_Pron)) (AdvVPLight (UseV burn_V) outside_Adv)))) NoVoc,akutukushisa phandle,akuzukushisa phandle
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (UsePron (ProDrop it17_Pron)) (UseV burn_V)))) NoVoc,akutukushisa,akuzukushisa
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (UsePron (ProDrop she_Pron)) (UseV work_V)))) NoVoc,akatukusebenta,akazukusebenza
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (UsePron (ProDrop they_Pron)) (AdvVPLight (UseV go_V) now_Adv)))) NoVoc,abatukuhamba manje,abazukuhamba manje
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (UsePron (ProDrop we_Pron)) (ComplV2Light call_V2 (DetCN (DetNum NumPl) (UseN child_N)))))) NoVoc,asitukubabita bantfwana,asizukubabiza abantwana
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (UsePron (ProDrop we_Pron)) (ComplV2Nonspec want_V2 (PronPostdetNP it5_Pron (DemPostdet this_Quant)))))) NoVoc,asitukufuna lo leli,asizukufuna lo leli
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (UsePron (ProDrop we_Pron)) (UseV return_V)))) NoVoc,asitukubuya,asizukubuya
PhrUtt NoPConj (UttS (UseCl TFutTemp PNeg (PredVP (UsePron (ProDrop youPl_Pron)) (ComplV2 like_V2 (RelNP (DetCN (DetNum NumSg) (UseN man_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA honest_R))))))))) NoVoc,anitukutsandza indvodza lecotfo,anizukuthanda indoda eqotho
PhrUtt NoPConj (UttS (UseCl TFutTemp PPos (PredVP (DetCN (DetNum NumPl) (PredetN (DemPredet that_Quant) old_woman_N)) (CopAP (PositA small_A))))) NoVoc,leto talukati titoba timfishane,lezo zalukazi zizoba zimfuphi
PhrUtt NoPConj (UttS (UseCl TFutTemp PPos (PredVP (DetCN (DetNum NumPl) (PredetN (DemPredet this_Quant) man_N)) (CopNPAssoc (DetCN (DetNum NumSg) (UseN wife_N)))))) NoVoc,lamadvodza atoba nomfati,la madoda azoba nomfazi
PhrUtt NoPConj (UttS (UseCl TFutTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN boy_N)) (CopNP (DetCN (DetNum NumSg) (UseN student_N)))))) NoVoc,bafana batoba sitshudeni,abafana bazoba yisitshudeni
PhrUtt NoPConj (UttS (UseCl TFutTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN builder_N)) (ComplV2 build_V2 (DetCN (DetNum NumSg) (UseN kraal_N)))))) NoVoc,bakhi batokwakha sibaya,abakhi bazokwakha isibaya
PhrUtt NoPConj (UttS (UseCl TFutTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN builder_N)) (UseV drink_V)))) NoVoc,bakhi batonatsa,abakhi bazophuza
PhrUtt NoPConj (UttS (UseCl TFutTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN elephant_N)) (CopNPEqSize (DetCN (DetNum NumSg) (UseN mountain_N)))))) NoVoc,tindlovu titoba ngangentsaba,izindlovu zizoba ngangentaba
PhrUtt NoPConj (UttS (UseCl TFutTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN fire_N)) (AdvVP (UseV burn_V) (PositAdvAdj bad_A))))) NoVoc,imililo itoshisa kabi,imililo izoshisa kabi
PhrUtt NoPConj (UttS (UseCl TFutTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN fire_N)) (UseV burn_V)))) NoVoc,imililo itoshisa,imililo izoshisa
PhrUtt NoPConj (UttS (UseCl TFutTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN gangster_N)) (ComplV2 break_V2 (DetCN (DetNum NumPl) (UseN window_N)))))) NoVoc,tigebengu titokwephula emafasitelo,izigebengu zizokwephula amafasitele
PhrUtt NoPConj (UttS (UseCl TFutTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN grass_N)) (ComplVV refuse_VV (UseV burn_2_V))))) NoVoc,tjani butokwala kuvutsa,utshani buzokwala ukuvutha
PhrUtt NoPConj (UttS (UseCl TFutTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN man_N)) (ComplV2Light see_V2 (DetCN (DetNum NumSg) (UseN village_N)))))) NoVoc,emadvodza atowubona umuti,amadoda azowubona umuzi
PhrUtt NoPConj (UttS (UseCl TFutTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN man_N)) (UseV work_V)))) NoVoc,emadvodza atosebenta,amadoda azosebenza
PhrUtt NoPConj (UttS (UseCl TFutTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN messenger_N)) (ComplV2 wear_V2 (DetCN (DetNum NumPl) (UseN blanket_N)))))) NoVoc,tigijimi titokwembatsa tingubo,izigijimi zizokwembatha izingubo
PhrUtt NoPConj (UttS (UseCl TFutTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN old_woman_N)) (AdvVP (ComplV2 cook_V2 (Deverb15 PPos (UseV eat_V))) here_Adv)))) NoVoc,talukati titopheka kudla lapha,izalukazi zizopheka ukudla lapha
PhrUtt NoPConj (UttS (UseCl TFutTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN old_woman_N)) (AdvVPLight (ComplV2 visit_V2 (UsePron (ProDrop it17_Pron))) (LocAdvAdv (LocNPAdv (DetCN (DetNum NumSg) (UseN town_N)))))))) NoVoc,talukati titokuvakashela edolobheni,izalukazi zizokuvakashela edolobheni
PhrUtt NoPConj (UttS (UseCl TFutTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN old_woman_N)) (ComplV2 distribute_V2 (DetCN (DetNum NumSg) (UseN bread_N)))))) NoVoc,talukati titokwaba sinkhwa,izalukazi zizokwaba isinkwa
PhrUtt NoPConj (UttS (UseCl TFutTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN old_woman_N)) (ComplV2Light cook_V2 (DetCN (DetNum NumPl) (UseN pumpkin_porridge_N)))))) NoVoc,talukati titotipheka tidvudvu,izalukazi zizozipheka izidudu
PhrUtt NoPConj (UttS (UseCl TFutTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN old_woman_N)) (ComplV2Light cook_V2 (DetCN (DetNum NumSg) (UseN pumpkin_porridge_N)))))) NoVoc,talukati titosipheka sidvudvu,izalukazi zizosipheka isidudu
PhrUtt NoPConj (UttS (UseCl TFutTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN ox_N)) (CopAP (PositA red_R))))) NoVoc,tinkhabi titoba bovu,izinkabi zizoba bomvu
PhrUtt NoPConj (UttS (UseCl TFutTemp PPos (PredVP (DetCN (DetNum NumPl) (UseN scholar_N)) (ComplV2 read_V2 (DetCN (DetNum NumPl) (UseN book_N)))))) NoVoc,bafundi batofundza tincwadzi,abafundi bazofunda izincwadi
